x,y
1.677802092492848374e+01,2.376591548712606539e+02
1.887651820728300578e+01,3.909700826009086541e+02
1.144976911360721417e+01,5.037982726865515133e+02
9.449565397363079100e+00,1.173813303074196256e+03
9.446007999404585576e+00,1.346975827736706606e+03
9.237786242430624739e+00,9.353253639251960294e+02
8.468062935714550932e+00,3.379652570371655429e+02
1.031645584509695368e+01,1.548591419961609859e+02
7.686789126323315458e+00,7.998747227612066979e+01
8.503064184764255629e+00,3.860521239883789235e+01
9.333460628339373955e+00,1.958450662197225611e+01
8.544358359712552087e+00,1.419634620450835349e+01
1.160538809854977238e+01,6.004301510369589145e+00
1.048164744467894494e+01,3.556197223482464587e+00
8.580617340801055093e+00,1.661912848537161036e+00
1.027577445128699019e+01,1.240733250299106416e+00
6.810216553437285825e+00,9.197177958581947976e-01
6.009773166372472275e+00,1.020876157062190259e+00
5.484481867792148968e+00,1.184558388041914823e+00
6.985712757560820663e+00,9.297315909243457632e-01
6.344397862632295215e+00,1.075341300113077825e+00
4.590275820535526741e+00,8.689901999246787412e-01
4.402705905068338588e+00,9.119082106786456920e-01
4.521867661901880275e+00,1.135729343751403775e+00
3.415287279682792665e+00,8.193720375071750217e-01
3.696655757551320587e+00,1.172585589831832253e+00
2.928187445329934580e+00,2.138642269492750270e+00
2.690900320185977357e+00,3.659271439010501670e+00
2.816766813880640985e+00,8.488151387359401667e+00
2.965531715338090901e+00,1.790839676771403788e+01
2.579123571471963139e+00,3.465324579589606202e+01
2.864485421223281758e+00,7.330029503105748745e+01
2.556416782144541600e+00,1.717567014702329686e+02
3.008463172815159403e+00,3.619766956304736709e+02
3.107253753232961824e+00,8.594512889966528064e+02
3.254591943927400255e+00,2.374836353005248839e+03
3.368024129731631788e+00,5.474437120905299707e+03
1.211573728635199554e+07,2.795017444808698670e+01
1.628170478195451200e+07,3.159131833538327072e+01
1.313943757877334952e+07,3.061314819557848921e+01
1.643574916858045943e+07,2.930401442007066493e+01
1.372571140410622023e+07,2.263233878108108499e+01
1.512183497353803180e+07,1.957897837420635412e+01
1.307634462168550678e+07,2.829969350057776722e+01
1.341141269722116180e+07,1.816886748519484840e+01
1.612016207932337001e+07,2.492625804484312724e+01
1.113023790134448744e+07,2.133040143472377181e+01
1.408916421143486537e+07,1.767727004984512007e+01
8.546643801910787821e+06,1.449631124796450976e+01
5.350074888445222750e+06,1.484157165987806515e+01
4.880624886400267482e+06,1.654701604929259418e+01
2.921711839276471175e+06,1.925843124552752172e+01
1.931206510209177621e+06,2.152963462277235962e+01
8.609131069981314940e+05,1.842300356218531121e+01
6.340328597442387836e+05,2.103194866725780798e+01
4.513603486703732633e+05,1.673949809626562768e+01
2.746048977203120012e+05,2.192372229135395756e+01
1.642361264280932082e+05,2.012823592171224263e+01
9.653176047624548664e+04,1.871505701160897672e+01
1.146733570108394051e+05,1.541184942661631396e+01
1.102082013591208815e+05,1.840548175255549168e+01
1.524733607104408147e+05,1.128677214292055453e+01
1.411221654532497632e+05,1.421601043646495199e+01
1.172094839493416366e+05,1.037923169907173104e+01
1.164282980572451925e+05,9.079404596976699438e+00
1.287107764266939921e+05,9.087187019735457838e+00
1.417486057375927921e+05,8.770693966758914328e+00
1.134986486113317806e+05,9.639278922619041623e+00
1.741896142629722599e+05,8.512132292195948580e+00
1.763882114908426884e+05,5.632624011965707389e+00
1.607682374534466071e+05,7.787936931414511044e+00
1.316557783605149889e+05,5.832067392135991568e+00
1.834615602432404121e+05,5.769745359831632392e+00
1.973911869426581543e+05,4.743041868335710731e+00
1.509993431483485911e+05,4.581751941867844735e+00
1.816215411644679843e+05,3.716430767491339715e+00
1.681933021107635577e+05,3.838601443612047692e+00
1.952606429423807131e+05,4.570219395914709715e+00
1.739816928734510730e+05,3.469936291382389904e+00
1.983877345326440700e+05,4.271052670938740192e+00
2.596932172271318850e+05,2.749682536377384245e+00
3.003260360698033473e+05,3.965095775901293695e+00
2.396607652090788470e+05,3.644412906796675955e+00
2.965911358579388470e+05,2.644273057321429921e+00
3.829506774700360838e+05,2.921633940961050779e+00
3.989851554550560541e+05,2.171005046908315972e+00
2.937508456088583916e+05,2.527996688517327062e+00
4.674565429719188251e+05,2.689013236689031583e+00
4.198316436579867732e+05,1.965231146502981696e+00
4.711606973579328042e+05,2.007299515098889486e+00
5.331423127701710910e+05,2.820044613847904280e+00
6.022751194991688244e+05,2.255294815605185743e+00
5.044926411343598738e+05,1.957653633743722921e+00
6.012331849050080637e+05,1.905011950262553100e+00
5.770637457906571217e+05,1.998082965593598770e+00
8.006058298973356141e+05,2.215120007161725635e+00
9.208337536130070221e+05,2.629789361554531357e+00
9.432963635714261327e+05,2.261956166277344860e+00
8.835077547391994158e+05,2.370790884942755472e+00
1.096253868905350799e+06,1.712359522529950606e+00
1.158675133768576896e+06,1.816399643577681911e+00
1.524617129155677510e+06,1.692323621916664411e+00
1.406324317327821860e+06,2.430537471827360907e+00
1.147072349935374223e+06,1.904718872766057780e+00
1.571324507688064594e+06,1.984876746155073812e+00
1.787530417908221250e+06,2.304687192695898723e+00
2.016011528180698166e+06,1.959397844315167836e+00
1.411573939326514490e+06,1.964577504587045498e+00
2.238252820308787283e+06,1.990833760172998845e+00
2.194593047454777639e+06,1.939860196818052662e+00
1.674689855300328229e+06,1.823647932392567395e+00
2.438047461586205754e+06,1.829950792564568829e+00
1.842109698897601338e+06,2.468249080804391316e+00
2.186158222007635981e+06,2.465469385492258692e+00
2.687749165549093857e+06,2.369727225794727499e+00
2.143463650317920372e+06,2.412646958339347503e+00
3.403550961233772803e+06,2.161246041438914300e+00
2.591220909061526414e+06,1.879927725773677727e+00
3.281028578727742657e+06,1.924257759671286427e+00
3.747504596816305071e+06,2.468655765297778970e+00
3.011817810999447014e+06,2.102948880594220693e+00
4.295793000463917851e+06,2.997229209881627110e+00
4.742326388708186336e+06,2.306303634170714378e+00
3.730610558185791131e+06,2.799863082001551540e+00
5.194753334931888618e+06,2.392731899074238999e+00
4.619053523869709112e+06,2.298311384288937109e+00
4.349091458834274672e+06,2.347050909401980245e+00
5.259513910737711936e+06,3.030766520750908466e+00
6.542581227756718174e+06,2.343399854821230477e+00
5.829221960549115203e+06,2.843089465895642043e+00
4.879588091764561832e+06,3.336989448558302485e+00
5.667984220956586301e+06,2.772504920251432026e+00
6.385762723978661001e+06,2.464826601813309814e+00
8.507811213407229632e+06,2.469888163221411581e+00
8.808449837868804112e+06,3.721258286308160912e+00
7.403313423228293657e+06,2.931532285945398719e+00
8.039613709558025934e+06,2.959959578221419640e+00
7.449207355874287896e+06,3.040347825459146058e+00
9.231106504993082955e+06,3.043288721818628417e+00
9.597276012302195653e+06,3.623438885327503467e+00
1.097447032658247091e+07,3.290605991626926574e+00
1.109475693838615529e+07,2.757307542484194407e+00
8.971007243137201294e+06,3.633495404880785262e+00
1.097137114224766195e+07,2.343952964659784310e+00
9.949966257871529087e+06,2.198339499695790344e+00
8.873763593366732821e+06,2.206464802950858672e+00
9.497159299595113844e+06,2.264515872337585556e+00
1.241977631316115148e+07,2.087228727230730829e+00
1.056934495768742263e+07,2.056019151167340908e+00
1.093151202110768296e+07,1.650453559324462027e+00
8.699988329124031588e+06,1.314216375024187089e+00
1.132931723166012764e+07,1.256222027936323427e+00
9.315250482761096209e+06,1.201763746740978522e+00
8.304459695284378715e+06,1.572574500177296608e+00
1.020021141285660490e+07,1.536977713529719569e+00
7.015527902621679939e+06,1.173429744017379761e+00
8.718768456152861938e+06,1.344365469982233829e+00
8.503935176276030019e+06,1.178222412737495395e+00
6.861589657108723186e+06,1.267695181377199720e+00
6.863318523913493380e+06,1.417318721083330679e+00
6.666817071505551226e+06,1.253369588613878705e+00
4.730391351476549171e+06,1.254564568498167887e+00
5.249838541703643277e+06,1.192891954062155868e+00
4.685591719480085187e+06,9.743437217491539570e-01
6.310130992296187207e+06,1.316819797917717638e+00
4.036190216167654842e+06,1.307917119313755538e+00
3.751106856501096394e+06,1.251989396361569584e+00
3.810225236337137874e+06,1.170281125959022006e+00
5.028993276571282186e+06,9.827664228261933088e-01
3.653450099710252602e+06,9.403542458497016199e-01
2.922912187788017560e+06,9.243413135538088854e-01
4.238746957312340848e+06,1.096815210666893581e+00
3.291443200321876444e+06,8.001147367800359733e-01
3.736335885303638875e+06,9.092265783396621392e-01
2.294061002826520242e+06,8.407911076036068687e-01
2.212703546405634377e+06,9.149962596464332742e-01
2.593618290668040514e+06,1.032990250424387968e+00
2.603990785095540807e+06,7.439004608473349656e-01
2.378185415440354496e+06,8.817381789583995655e-01
2.150863961800422054e+06,7.613694298188409260e-01
1.713393712687388062e+06,7.528514369743029011e-01
1.762545469778031809e+06,8.198005912899335446e-01
1.465441633777611423e+06,9.145716442695557280e-01
1.920486427874127170e+06,7.974225628618596406e-01
2.003499155900310725e+06,1.044767308171067555e+00
1.478913527728091693e+06,7.146533574352292861e-01
1.204057737352370284e+06,8.148280713232209926e-01
1.619921788817333058e+06,1.008283521263598104e+00
1.121793854401994497e+06,9.850681441050836984e-01
1.039254257731277379e+06,9.513969274165735568e-01
1.360816718437391799e+06,8.957940523025091917e-01
1.000550610976282973e+06,7.521636240406645024e-01
9.780008641580421245e+05,7.163428555291448951e-01
1.027884904499492142e+06,7.286045285021087725e-01
9.816793344751114491e+05,8.796009394941394222e-01
6.761379220514399931e+05,1.055361225745961917e+00
7.313984959615945118e+05,7.921029720806115337e-01
5.511198314768115524e+05,9.394054396471495094e-01
4.116685871547556599e+05,9.782184883533914244e-01
3.321600354745730874e+05,1.205442358222205135e+00
2.849377325417861575e+05,8.550982117696690477e-01
2.871671794187529595e+05,1.108798535240278049e+00
3.337559798502455233e+05,1.041701642458622956e+00
2.508613949305095884e+05,8.831801095693280201e-01
2.583527292806840269e+05,1.183373313109473912e+00
1.631045665786803002e+05,1.086197044969533287e+00
1.916951997962623136e+05,1.424705919539730692e+00
1.596078015731793130e+05,1.155367897156824641e+00
1.737531939609296096e+05,1.357038871016943649e+00
1.083366830380981701e+05,1.963094446260651660e+00
1.187460877970135916e+05,1.478562304399577476e+00
1.002120470916166960e+05,1.518277848316722967e+00
1.223660320265843038e+05,1.585226939907382393e+00
7.498121477462034090e+04,2.197049510823997132e+00
9.468376627785885648e+04,2.649602155487307709e+00
8.417509299209740129e+04,2.400404574051091089e+00
7.517946105101042485e+04,2.911933893771152082e+00
5.665380805985630286e+04,2.704813391572415515e+00
7.290581945306295529e+04,3.655102268224822648e+00
5.149190073697306798e+04,3.307692085542226490e+00
7.214160417931839766e+04,4.996719507607775945e+00
5.291782138055074029e+04,4.623710621534209864e+00
5.301799596497527091e+04,5.405671754454886901e+00
4.482550982308411767e+04,6.871012248649776666e+00
5.107241743233210582e+04,6.782800850843488050e+00
5.720140682385180116e+04,9.074018935517038642e+00
4.110902326041718334e+04,7.282972863359910676e+00
4.911769725753604871e+04,8.810318508346316690e+00
3.523234076773928973e+04,1.216336838148991539e+01
3.432139262527042592e+04,1.075257681249286179e+01
4.628291485007275332e+04,1.336389198170876824e+01
4.870087152192434587e+04,1.951581491151601355e+01
3.315907318510375626e+04,1.640289485629926958e+01
4.664164457577034045e+04,1.822198144431514777e+01
3.760623535560807795e+04,2.344041280628234958e+01
4.394645757844731997e+04,2.214350840051237412e+01
4.346377187415164371e+04,2.770727888238796055e+01
4.382791589467940503e+04,3.973922205410685393e+01
4.823691493245516176e+04,3.367451358196351663e+01
3.936361199842001224e+04,4.853859440433261341e+01
4.117009982227207365e+04,5.635960315833835210e+01
5.365630202539363381e+04,7.433916186756543709e+01
3.845865470474549511e+04,8.004827899925290069e+01
4.015141999845216924e+04,8.174558073795662949e+01
4.516309860997803480e+04,1.017083597641833421e+02
5.705435436294127430e+04,1.170526812838686794e+02
5.753284428931161528e+04,1.143448145623179784e+02
4.986448204416407680e+04,1.174294238057561586e+02
5.858010133964585839e+04,1.583532342139332911e+02
6.704138758204675105e+04,1.774443945719904150e+02
7.906930843375757104e+04,2.102216933410376782e+02
6.809610724509401189e+04,1.491486231065115646e+02
7.139895309726217238e+04,2.067130740152179555e+02
8.451229936939568142e+04,1.963924141669649259e+02
8.139354439139198803e+04,2.098078385797623753e+02
9.795759526230237680e+04,3.151501927396586780e+02
1.223401562772371690e+05,2.773628559065498962e+02
1.382771570007944829e+05,2.775420495347777319e+02
1.142068325887276733e+05,3.668602413742033264e+02
1.398369420741601498e+05,3.184464940375767696e+02
1.869075816505109833e+05,4.256661444190668249e+02
2.092522232492816984e+05,3.547284877466491935e+02
2.206243383901627385e+05,4.305860403107642469e+02
2.193334824728670937e+05,4.523434214792118269e+02
2.348697966925704677e+05,4.503564435442345371e+02
2.411700805778915528e+05,5.665451451041039945e+02
2.416228442142555432e+05,4.153682360055719300e+02
3.352283157675146940e+05,4.706513261285236922e+02
4.138400089746411541e+05,5.772388337516081265e+02
3.895712285066119512e+05,5.833442293674171424e+02
4.714294276503229048e+05,4.620703444407519669e+02
4.515547454337378149e+05,7.018443322426670647e+02
5.923069906222232385e+05,5.876455807732095309e+02
6.143202991215094225e+05,5.982815103194961921e+02
9.369484508398660691e+05,7.360592307572100026e+02
7.877787382713550469e+05,6.622063750090467238e+02
1.195380182637957623e+06,5.051395693307349575e+02
1.058707733562484384e+06,7.571265895544062232e+02
1.497988192165947752e+06,6.794499682142807160e+02
1.345083705948267598e+06,5.716673123110682582e+02
1.856663383879255736e+06,6.906855570270124645e+02
1.469366655770730227e+06,4.817467001607631687e+02
1.619044153242117492e+06,4.627260833964579660e+02
2.491049711565290112e+06,4.718540252160322552e+02
2.092676995943817077e+06,5.061914940192376662e+02
2.416457733360578772e+06,4.825752428720987268e+02
2.675040249196763616e+06,4.321440920374029702e+02
3.560610059847460128e+06,4.307618953629224734e+02
3.336478255077647977e+06,4.639158927039860600e+02
4.288069357481312938e+06,4.660131836375497869e+02
4.776519928691577166e+06,3.567578791512508474e+02
5.466353441129395738e+06,4.425703252363907154e+02
4.088659954512095544e+06,3.286636255210761419e+02
6.300834525061341003e+06,3.545127048409943882e+02
7.125448650671306998e+06,2.538729630877061538e+02
6.429582767045009881e+06,2.993278865898669210e+02
6.370623570986122824e+06,2.140880266553745628e+02
6.053914581913518719e+06,2.353814420371772655e+02
8.945811002238120884e+06,2.626473428105311427e+02
6.469504255003399216e+06,1.624053156080491931e+02
8.765679450476767495e+06,2.009482160284572672e+02
9.195566925894234329e+06,1.721612092485283370e+02
8.046433856036193669e+06,1.379816476541911356e+02
9.311992006777791306e+06,1.162232890922734185e+02
1.041184227468211576e+07,1.019322549267258893e+02
1.018395852797398902e+07,1.241335819133821872e+02
1.285188294982638583e+07,9.510932227384343207e+01
1.021262138371347822e+07,8.967553970897496640e+01
1.015462257973912731e+07,7.210756027759104825e+01
1.459595111219270714e+07,6.610995169943373639e+01
1.098893406430474855e+07,5.951966751235234199e+01
1.376521562678796239e+07,4.890723991499208978e+01
1.347286930306602828e+07,5.866584926494195429e+01
1.214116992939768173e+07,5.106970214020670795e+01
1.043301636449514516e+07,4.165550620212180633e+01
1.443756981339948997e+07,3.861111156281042867e+01
1.568387593924311176e+07,2.669272633474305678e+01
4.433322994023304433e+06,3.523195267820780430e+01
4.032346336822825484e+06,4.517572145402023409e+01
5.008034477400711738e+06,5.844261756192592117e+01
5.330172474678964354e+06,4.447247181954969619e+01
3.674649659541731700e+06,5.233447213294057576e+01
4.829991556584511884e+06,5.687117001181649556e+01
3.783791492156098131e+06,6.575894867465954974e+01
5.502005127719703130e+06,7.210568603720474812e+01
4.311521190818448551e+06,7.626248800132485428e+01
3.807612959080079570e+06,6.218256847751295879e+01
3.367872646056959406e+06,7.185064692590002267e+01
4.307012303254971281e+06,7.913598120309332273e+01
3.239655958844391163e+06,9.835676249619355360e+01
4.714157141230165027e+06,8.848747537334753588e+01
3.830962470264591742e+06,8.288304136406053146e+01
4.037727063584453892e+06,8.794422914148039183e+01
3.378239749647851568e+06,1.382439568882610388e+02
2.906187319181726780e+06,1.485103748580609135e+02
3.579945922632812057e+06,1.355249596010481810e+02
2.707568130049126688e+06,1.165375372186092591e+02
2.795757649104213342e+06,1.451047831334303453e+02
2.598091682377512567e+06,1.204946347369982220e+02
2.372448838857333641e+06,1.895234290199872476e+02
3.048357086296426132e+06,1.834386722516495638e+02
2.537140032295047306e+06,2.087562029466093065e+02
2.608423349245146383e+06,1.570830860122044612e+02
3.006126688920043875e+06,1.710836836800665992e+02
1.837581869118220638e+06,2.009905842828564175e+02
1.889792713985475944e+06,1.729974547667650029e+02
2.116066113926990423e+06,1.790106032712916999e+02
1.706157439652602421e+06,2.207237605004162617e+02
1.840895762895585736e+06,1.778107562206760690e+02
1.580797423407742986e+06,2.215376811704740874e+02
1.626115104379281634e+06,2.700307548462100726e+02
1.318066307389671681e+06,2.058569784365457167e+02
1.762527891693513608e+06,2.160237636041556755e+02
1.374191297644586302e+06,2.232379002859479158e+02
1.438553478181834333e+06,2.959634961091918512e+02
1.230835561034952756e+06,2.987461801929196668e+02
9.936153008725305554e+05,2.390541227671979527e+02
1.300073699310451513e+06,2.924352148447010791e+02
1.251802774657144677e+06,2.669378844177493875e+02
9.499077447204078780e+05,2.826915388515370751e+02
1.137410239302017726e+06,2.163649350510645775e+02
8.303981668001636863e+05,2.873140170535250491e+02
8.338880087982089026e+05,3.148673727287966813e+02
6.536395842213187134e+05,3.090592122938543866e+02
5.559221573359366739e+05,2.637867268271597254e+02
5.706342389218765311e+05,2.596772285592863341e+02
6.223942913907521870e+05,2.616196057362124066e+02
6.429614133836127585e+05,2.829047767871989549e+02
5.391227962932466762e+05,2.649700273285998264e+02
4.091267767549720011e+05,2.609329358656117961e+02
4.835426292830196326e+05,2.377525077388300190e+02
4.872998956933274749e+05,2.002742398091123732e+02
4.899194958833329147e+05,2.521787615219515430e+02
3.258378640221896349e+05,2.321941946978950568e+02
3.427330136018854682e+05,2.049361898485247195e+02
3.628730049833699595e+05,2.643030601882966835e+02
3.021380760924147326e+05,1.901335418381031275e+02
2.468615213039162045e+05,1.786945858207348579e+02
2.395842865896828880e+05,2.237922748622101494e+02
2.152083243913674669e+05,2.023389388399692734e+02
2.842671451654279372e+05,1.808782527197533625e+02
2.950273628200601670e+05,2.021744888480195925e+02
2.382458687196136161e+05,1.610133998839430944e+02
2.255524462162895652e+05,1.808384592938191417e+02
1.831071543315135641e+05,1.212784339469328501e+02
1.642933380794648256e+05,1.455952213883245463e+02
2.114352561430796341e+05,1.097658271943446238e+02
2.225134369819888379e+05,1.399016915607017211e+02
1.991368231937305245e+05,1.521851881425342015e+02
1.766947098402434494e+05,1.175229172548913965e+02
1.640963014235318697e+05,8.924937809503104802e+01
1.588928754832974810e+05,1.186403066559689705e+02
1.691835776401480543e+05,8.401148168826171059e+01
1.506828104054567229e+05,8.219787907251394188e+01
1.678695323536590731e+05,1.064022434357420650e+02
1.139338276307206688e+05,1.024749351068373073e+02
1.578543589698057331e+05,7.841696948646507792e+01
1.563901068332103314e+05,7.784200362642218352e+01
1.653277254978917481e+05,6.835482689273406720e+01
1.609845232336450426e+05,6.940941733804952207e+01
1.126708646072342817e+05,7.039742683637126675e+01
1.593508977811250952e+05,5.351828641019646682e+01
1.181741867778533488e+05,5.252300546875007115e+01
1.043129407396239840e+05,4.809546563225727311e+01
1.392273577202075394e+05,4.673411612285141814e+01
9.429736063003406161e+04,3.823967378852825760e+01
2.076019337260854081e+05,4.847318404584943607e+01
2.338661456691363128e+05,3.589263209415634748e+01
3.340393874881762313e+05,5.070059394252250229e+01
3.737904838101124042e+05,4.769825109042859879e+01
5.614863409811817110e+05,4.893402850545461291e+01
7.747001942982424516e+05,4.085523238516026368e+01
1.400663898918179329e+06,4.143624077853662158e+01
1.673647761544522131e+06,4.158339008482995780e+01
2.500392151949279942e+06,3.307448391612926741e+01
2.809687234715132974e+06,4.393239659715493417e+01
4.738068638386043720e+06,3.764068791766653277e+01
2.816979682209670544e+09,2.336843108606814212e+02
3.205796818126486301e+09,2.246291759410654549e+02
2.387673510283018112e+09,1.724697837379390251e+02
2.839175233703331470e+09,1.805041373879271873e+02
2.167731014713729858e+09,2.203658428621847918e+02
2.820103460219168663e+09,1.953458749280847542e+02
2.081262458089195728e+09,1.971312225891576020e+02
2.844581835939889431e+09,2.704868856669129400e+02
2.502459783185145855e+09,1.846201669981096813e+02
2.488491311643890858e+09,1.981635101641510630e+02
2.153348121209090710e+09,2.354497988499192331e+02
2.226387977502135754e+09,1.933412042404806925e+02
1.891853999180736780e+09,2.388697160539479114e+02
2.017456727676490545e+09,2.745655071823232447e+02
1.902423541270769835e+09,2.645443023378985004e+02
2.109613665063833952e+09,2.422127416839381908e+02
2.450894340898386955e+09,2.492807549266146623e+02
2.437841021335775375e+09,1.962701023788438874e+02
2.083010741429896355e+09,2.117997488212753296e+02
2.258594866319934845e+09,2.075253029888172307e+02
2.132347697104930162e+09,1.995860109273382648e+02
1.796330403671049118e+09,2.960920661059001304e+02
1.723476809798848867e+09,3.007535140716705655e+02
1.994551687360206842e+09,2.307135663066263476e+02
1.928416054230975151e+09,2.381756569420248297e+02
1.878015667119464874e+09,2.761744957641026872e+02
1.750242339416167974e+09,2.893285457360457258e+02
1.785939237610077381e+09,2.097778172429466963e+02
2.028181239695293903e+09,2.451663081075329274e+02
1.446954821254554749e+09,2.931298439842337871e+02
1.946780642336541414e+09,2.589855332147139393e+02
1.352083061974760056e+09,2.240754429910197985e+02
1.433313141675267696e+09,2.555286869830600835e+02
1.525441786156152487e+09,2.259714199505734200e+02
1.319467276815085173e+09,2.777860508634678922e+02
1.768186617636525869e+09,2.733789426809635756e+02
1.359898280848726749e+09,2.060706480042821624e+02
1.383336879410359859e+09,2.531901387844089584e+02
1.058319010853864074e+09,2.118891501333546330e+02
1.231499895785144091e+09,2.813368937864248664e+02
1.289553724358915329e+09,2.330938069969876665e+02
1.217320674235754013e+09,2.515764640760629902e+02
1.165085848509901524e+09,2.121104817575247523e+02
1.241378252497263432e+09,2.043926566020562348e+02
9.797415656077919006e+08,2.632977310859293425e+02
1.069537492092653990e+09,2.050947003231673307e+02
7.356827745084649324e+08,2.171588981362627351e+02
6.968707701849906445e+08,2.390570778877906832e+02
6.564107197193927765e+08,2.234122590257478294e+02
6.091523284354293346e+08,1.912004025066116526e+02
7.941884560898413658e+08,2.089897522566275256e+02
7.381691726375817060e+08,2.077689476656162810e+02
5.061368862462718487e+08,2.595355874530348501e+02
5.444054714472535849e+08,2.469662050453958670e+02
5.258926024179918766e+08,1.760053859580786764e+02
3.846637079185616374e+08,1.611268172047192593e+02
5.630716055945484638e+08,1.611739399053602142e+02
4.944805641752818227e+08,1.753328595893572697e+02
4.445419681134528518e+08,1.679123380215672228e+02
3.863472895113030076e+08,1.352698914258795355e+02
4.411895824238080382e+08,1.558689417874604999e+02
4.212332673240472674e+08,1.224567181416153687e+02
3.304379631196087599e+08,1.452439306795417338e+02
